"instrument","date","open","high","low","close","volume","source","complete"
"NAS100_USD","2025-01-13","20854.2","20954.2","20551.6","20911.6","513761","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-14","20912.3","21009.6","20641.3","20815.3","504227","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-15","20815","21318.7","20776.3","21281.4","395089","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-16","21282.1","21431.8","21041","21103.4","485087","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-17","21103.1","21548.5","21095.7","21456.2","375862","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-19","21480.4","21483","21397.6","21415.1","7441","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-20","21416.2","21647.7","21406.2","21602","171127","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-21","21602.6","21699.2","21249.9","21689","417061","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-22","21689","21972.4","21683.4","21844.6","331162","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-23","21844.4","21932.4","21734.9","21892.8","331421","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-24","21893.2","21960.3","21728.5","21792.7","357266","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-26","21579.2","21607.7","21517.2","21550.2","15061","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-27","21550.4","21557.2","20648.9","21215.4","800160","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-28","21215","21513.4","21049.3","21433.6","492527","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-29","21434.3","21585.2","21256.3","21426.3","507413","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-30","21426.4","21636.3","21307.6","21586.6","514318","oanda_v20_mid_utc","true"
"NAS100_USD","2025-01-31","21586.3","21853.6","21424.6","21447.1","497097","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-02","20982","21029.6","20958.4","21006","5153","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-03","21005.8","21475.2","20868.5","21462.5","628445","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-04","21462.6","21592.4","21133.8","21467.2","430872","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-05","21468.1","21700.3","21331.4","21677.6","393134","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-06","21677.8","21787.5","21611.6","21758","350910","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-07","21757.8","21871.9","21463","21487.3","468190","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-09","21396.7","21562.2","21396.7","21551.8","9932","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-10","21551.5","21799.8","21548.8","21710","289467","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-11","21710.5","21785.4","21584.3","21736.6","314119","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-12","21736.9","21827","21436.6","21817.3","398559","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-13","21816.8","22053.6","21682.4","22011.4","398028","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-14","22012.8","22152.2","21970","22136.7","290642","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-16","22153.4","22157.1","22125.9","22141","4653","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-17","22140","22210.8","22122","22149.4","82618","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-18","22149","22248","22032.3","22189.3","322346","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-19","22188.9","22241.3","22057.1","22155.5","320029","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-20","22155.6","22167","21889.1","22099","371909","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-21","22098.8","22182.5","21595.6","21603.5","453434","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-23","21651.3","21716.1","21619.2","21699.6","9316","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-24","21700.1","21754.1","21317.6","21336","510177","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-25","21337.2","21402.4","20942","21180.4","623496","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-26","21179.2","21365.9","21021.6","21169.4","541356","oanda_v20_mid_utc","true"
"NAS100_USD","2025-02-27","21169.6","21343.4","20543.2","20630.7","636514","oanda_v20_mid_utc","true"
